City,neighbourhood,area,MLS_num,Price,Address,Bedrooms,Bathrooms,Parking,Size,Brokerage,floorNum,dateListed
Toronto,North York,St. Andrew | Windfields,C5450047,1600,415 - 31 Upper Canada Dr,1,1,0,700-799,"BIG CITY REALTY INC., BROKERAGE",415,2021-12-05
Toronto,North York,St. Andrew | Windfields,C5425363,3500,211 - 18 Wiliam Carson Cres,2+1,2,1,"1,200-1,399","JDL REALTY INC., BROKERAGE",211,2021-11-04
Toronto,North York,Victoria Village,C5411147,2850,PH05 - 1730 Eglinton Ave E,2+1,2,1,900-999,"HOMELIFE HEARTS REALTY INC., BROKERAGE",PH05,2021-10-21
Toronto,North York,Westminster | Branson,C5461679,3150,202 - 131 Torresdale Ave,2+1,1,1,"1,600-1,799","RE/MAX WEST REALTY INC., BROKERAGE",202,2021-12-28
Toronto,North York,Westminster | Branson,C5459651,2300,232 - 15 Coneflower Cres,2,2,1,"1,000-1,199","HOMELIFE FRONTIER REALTY INC., BROKERAGE",232,2021-12-20
Toronto,North York,Westminster | Branson,C5457862,2000,123 - 19 Coneflower Cres,2,1,1,700-799,"CENTURY 21 PERCY FULTON LTD., BROKERAGE",123,2021-12-17
Toronto,North York,Westminster | Branson,C5453371,2225,101 - 9 Kingsbridge Crt,2,1,0,"1,000-1,199","ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",101,2021-12-09
Toronto,North York,Westminster | Branson,C5451074,2350,508 - 80 Antibes Dr,2+1,2,1,900-999,"ZOLO REALTY, BROKERAGE",508,2021-12-06
Toronto,North York,Westminster | Branson,C5449573,1749,305 - 9 Kingsbridge Crct,1,1,0,700-799,"ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",305,2021-12-05
Toronto,North York,Willowdale East,C5462125,1900,1206 - 60 Byng Ave,1,1,1,500-599,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1206,2021-12-29
Toronto,North York,Willowdale East,C5461890,2980,2210 - 35 Finch Ave E,2+1,2,1,"1,000-1,199","MID-LAND GROUP REALTY INC., BROKERAGE",2210,2021-12-29
Toronto,North York,Willowdale East,C5461650,1950,616 - 15 Northtown Way,1,1,1,500-599,"HARVEST REALTY LTD., BROKERAGE",616,2021-12-28
Toronto,North York,Willowdale East,C5461844,2000,901 - 60 Byng Ave,1+1,1,1,600-699,"LIVING REALTY INC., BROKERAGE",901,2021-12-28
Toronto,North York,Willowdale East,C5461345,2600,1519 - 500 Doris Ave,2+1,2,0,900-999,"FIRST CLASS REALTY INC., BROKERAGE",1519,2021-12-27
Toronto,North York,Willowdale East,C5461278,2675,2206 - 238 Doris Ave,2,2,1,900-999,"SINCERE REALTY INC., BROKERAGE",2206,2021-12-27
Toronto,North York,Willowdale East,C5461228,2100,1801 - 18 Hillcrest Ave,1+1,1,1,600-699,"DREAM HOME REALTY INC., BROKERAGE",1801,2021-12-27
Toronto,North York,Willowdale East,C5460875,2100,2006 - 28 Empress Ave,1+1,1,1,600-699,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",2006,2021-12-24
Toronto,North York,Willowdale East,C5460776,2300,1014 - 188 Doris Ave,1,2,1,600-699,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",1014,2021-12-23
Toronto,North York,Willowdale East,C5460287,2700,1707 - 18 Spring Garden Ave,2+1,2,1,800-899,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",1707,2021-12-22
Toronto,North York,Willowdale East,C5460664,2800,719 - 35 Hollywood Ave,2+1,2,1,800-899,"PROXY REAL PROPERTY INC., BROKERAGE",719,2021-12-22
Toronto,North York,Willowdale East,C5460797,1900,1503 - 28 Olive Ave,1,1,1,500-599,"RE/MAX REALTRON REALTY INC., BROKERAGE",1503,2021-12-22
Toronto,North York,Willowdale East,C5460202,2200,1108 - 2 Clairtrell Rd,1+1,1,1,600-699,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1108,2021-12-22
Toronto,North York,Willowdale East,C5459892,2000,1808 - 35 Bales Ave,1,1,1,600-699,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",1808,2021-12-21
Toronto,North York,Willowdale East,C5459780,2195,406 - 105 Harrison Garden Blvd,1+1,1,1,600-699,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",406,2021-12-21
Toronto,North York,Willowdale East,C5459688,2850,2003 - 238 Doris Ave,2,2,1,"1,000-1,199","HOMELIFE/BAYVIEW REALTY INC., BROKERAGE",2003,2021-12-20
Toronto,North York,Willowdale East,C5459691,1750,206 - 35 Finch Ave E,1,1,0,500-599,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",206,2021-12-20
Toronto,North York,Willowdale East,C5459467,1750,427 - 399 Spring Garden Ave S,1,1,0,500-599,"SAVE MAX FIRST CHOICE REAL ESTATE INC., BROKERAGE",427,2021-12-20
Toronto,North York,Willowdale East,C5459552,2550,812 - 105 Harrison Garden Blvd,2,2,1,700-799,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",812,2021-12-20
Toronto,North York,Willowdale East,C5459535,1950,1108 - 23 Sheppard Ave,1,1,1,500-599,"CENTURY 21 TITANS REALTY INC., BROKERAGE",1108,2021-12-20
Toronto,North York,Willowdale East,C5458894,2100,3109 - 18 Spring Garden Ave,1,1,1,500-599,"REALTY ASSOCIATES INC., BROKERAGE",3109,2021-12-20
Toronto,North York,Willowdale East,C5459089,2800,1610 - 17 Anndale Dr,2,2,1,800-899,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",1610,2021-12-19
Toronto,North York,Willowdale East,C5459362,2000,1106 - 26 Olive Ave,1,1,1,500-599,"RE/MAX EXCEL REALTY LTD., BROKERAGE",1106,2021-12-19
Toronto,North York,Willowdale East,C5459404,2100,1202 - 2 Clairtrell Rd,1+1,1,1,600-699,"RE/MAX SMART SOLD REALTY, BROKERAGE",1202,2021-12-19
Toronto,North York,Willowdale East,C5459011,2350,1501 - 35 Finch Ave E,2,2,1,800-899,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",1501,2021-12-17
Toronto,North York,Willowdale East,C5458435,1950,501 - 28 Avondale Ave,1,1,0,500-599,"RE/MAX EPIC REALTY, BROKERAGE",501,2021-12-17
Toronto,North York,Willowdale East,C5458403,2550,2511 - 18 Holmes Ave,1+1,2,1,700-799,"JDL REALTY INC., BROKERAGE",2511,2021-12-17
Toronto,North York,Willowdale East,C5457737,2400,503 - 21 Hillcrest Ave,1+1,1,1,800-899,"EXIT REALTY HARE (PEEL), BROKERAGE",503,2021-12-16
Toronto,North York,Willowdale East,C5458304,2100,UPH06 - 28 Byng Ave,1,1,1,600-699,"AIMHOME REALTY INC., BROKERAGE",UPH06,2021-12-16
Toronto,North York,Willowdale East,C5458221,2050,2100 - 33 Sheppard Ave E,1,1,1,500-599,"PRESTIGIUM REAL ESTATE LTD., BROKERAGE",2100,2021-12-16
Toronto,North York,Willowdale East,C5456784,2150,1601 - 18 Parkview Ave,1,1,1,600-699,"RIGHT AT HOME REALTY INC., BROKERAGE",1601,2021-12-14
Toronto,North York,Willowdale East,C5458667,2100,1217 - 188 Doris Ave,1,1,1,500-599,"CENTRAL HOME REALTY INC., BROKERAGE",1217,2021-12-14
Toronto,North York,Willowdale East,C5456043,2400,710 - 26 Olive Ave,2,1,1,800-899,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",710,2021-12-14
Toronto,North York,Willowdale East,C5455962,2000,505 - 1 Hycrest Ave,1+1,1,1,700-799,"BRIDLEPATH PROGRESSIVE REAL ESTATE INC., BROKERAGE",505,2021-12-13
Toronto,North York,Willowdale East,C5454454,2200,1103 - 2 Anndale Dr,1,1,1,500-599,"RE/MAX REALTRON REALTY INC., BROKERAGE",1103,2021-12-11
Toronto,North York,Willowdale East,C5454062,2850,1906 - 120 Harrison Garden Blvd,2,2,1,800-899,"ROYAL LEPAGE GOLDEN RIDGE REALTY, BROKERAGE",1906,2021-12-10
Toronto,North York,Willowdale East,C5453182,3200,2904 - 23 Sheppard Ave E,2+1,2,1,"1,000-1,199","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",2904,2021-12-10
Toronto,North York,Willowdale East,C5462125,1900,1206 - 60 Byng Ave,1,1,1,500-599,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1206,2021-12-29
Toronto,North York,Willowdale East,C5461890,2980,2210 - 35 Finch Ave E,2+1,2,1,"1,000-1,199","MID-LAND GROUP REALTY INC., BROKERAGE",2210,2021-12-29
Toronto,North York,Willowdale East,C5461650,1950,616 - 15 Northtown Way,1,1,1,500-599,"HARVEST REALTY LTD., BROKERAGE",616,2021-12-28
Toronto,North York,Willowdale East,C5461844,2000,901 - 60 Byng Ave,1+1,1,1,600-699,"LIVING REALTY INC., BROKERAGE",901,2021-12-28
Toronto,North York,Willowdale East,C5461345,2600,1519 - 500 Doris Ave,2+1,2,0,900-999,"FIRST CLASS REALTY INC., BROKERAGE",1519,2021-12-27
Toronto,North York,Willowdale East,C5461278,2675,2206 - 238 Doris Ave,2,2,1,900-999,"SINCERE REALTY INC., BROKERAGE",2206,2021-12-27
Toronto,North York,Willowdale East,C5461228,2100,1801 - 18 Hillcrest Ave,1+1,1,1,600-699,"DREAM HOME REALTY INC., BROKERAGE",1801,2021-12-27
Toronto,North York,Willowdale East,C5460875,2100,2006 - 28 Empress Ave,1+1,1,1,600-699,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",2006,2021-12-24
Toronto,North York,Willowdale East,C5460776,2300,1014 - 188 Doris Ave,1,2,1,600-699,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",1014,2021-12-23
Toronto,North York,Willowdale East,C5460287,2700,1707 - 18 Spring Garden Ave,2+1,2,1,800-899,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",1707,2021-12-22
Toronto,North York,Willowdale East,C5460664,2800,719 - 35 Hollywood Ave,2+1,2,1,800-899,"PROXY REAL PROPERTY INC., BROKERAGE",719,2021-12-22
Toronto,North York,Willowdale East,C5460797,1900,1503 - 28 Olive Ave,1,1,1,500-599,"RE/MAX REALTRON REALTY INC., BROKERAGE",1503,2021-12-22
Toronto,North York,Willowdale East,C5460202,2200,1108 - 2 Clairtrell Rd,1+1,1,1,600-699,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1108,2021-12-22
Toronto,North York,Willowdale East,C5459892,2000,1808 - 35 Bales Ave,1,1,1,600-699,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",1808,2021-12-21
Toronto,North York,Willowdale East,C5459780,2195,406 - 105 Harrison Garden Blvd,1+1,1,1,600-699,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",406,2021-12-21
Toronto,North York,Willowdale East,C5459688,2850,2003 - 238 Doris Ave,2,2,1,"1,000-1,199","HOMELIFE/BAYVIEW REALTY INC., BROKERAGE",2003,2021-12-20
Toronto,North York,Willowdale East,C5459691,1750,206 - 35 Finch Ave E,1,1,0,500-599,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",206,2021-12-20
Toronto,North York,Willowdale East,C5459467,1750,427 - 399 Spring Garden Ave S,1,1,0,500-599,"SAVE MAX FIRST CHOICE REAL ESTATE INC., BROKERAGE",427,2021-12-20
Toronto,North York,Willowdale East,C5459552,2550,812 - 105 Harrison Garden Blvd,2,2,1,700-799,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",812,2021-12-20
Toronto,North York,Willowdale East,C5459535,1950,1108 - 23 Sheppard Ave,1,1,1,500-599,"CENTURY 21 TITANS REALTY INC., BROKERAGE",1108,2021-12-20
Toronto,North York,Willowdale East,C5458894,2100,3109 - 18 Spring Garden Ave,1,1,1,500-599,"REALTY ASSOCIATES INC., BROKERAGE",3109,2021-12-20
Toronto,North York,Willowdale East,C5459089,2800,1610 - 17 Anndale Dr,2,2,1,800-899,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",1610,2021-12-19
Toronto,North York,Willowdale East,C5459362,2000,1106 - 26 Olive Ave,1,1,1,500-599,"RE/MAX EXCEL REALTY LTD., BROKERAGE",1106,2021-12-19
Toronto,North York,Willowdale East,C5459404,2100,1202 - 2 Clairtrell Rd,1+1,1,1,600-699,"RE/MAX SMART SOLD REALTY, BROKERAGE",1202,2021-12-19
Toronto,North York,Willowdale East,C5459011,2350,1501 - 35 Finch Ave E,2,2,1,800-899,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",1501,2021-12-17
Toronto,North York,Willowdale East,C5458435,1950,501 - 28 Avondale Ave,1,1,0,500-599,"RE/MAX EPIC REALTY, BROKERAGE",501,2021-12-17
Toronto,North York,Willowdale East,C5458403,2550,2511 - 18 Holmes Ave,1+1,2,1,700-799,"JDL REALTY INC., BROKERAGE",2511,2021-12-17
Toronto,North York,Willowdale East,C5457737,2400,503 - 21 Hillcrest Ave,1+1,1,1,800-899,"EXIT REALTY HARE (PEEL), BROKERAGE",503,2021-12-16
Toronto,North York,Willowdale East,C5458304,2100,UPH06 - 28 Byng Ave,1,1,1,600-699,"AIMHOME REALTY INC., BROKERAGE",UPH06,2021-12-16
Toronto,North York,Willowdale East,C5458221,2050,2100 - 33 Sheppard Ave E,1,1,1,500-599,"PRESTIGIUM REAL ESTATE LTD., BROKERAGE",2100,2021-12-16
Toronto,North York,Willowdale East,C5456784,2150,1601 - 18 Parkview Ave,1,1,1,600-699,"RIGHT AT HOME REALTY INC., BROKERAGE",1601,2021-12-14
Toronto,North York,Willowdale East,C5458667,2100,1217 - 188 Doris Ave,1,1,1,500-599,"CENTRAL HOME REALTY INC., BROKERAGE",1217,2021-12-14
Toronto,North York,Willowdale East,C5456043,2400,710 - 26 Olive Ave,2,1,1,800-899,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",710,2021-12-14
Toronto,North York,Willowdale East,C5455962,2000,505 - 1 Hycrest Ave,1+1,1,1,700-799,"BRIDLEPATH PROGRESSIVE REAL ESTATE INC., BROKERAGE",505,2021-12-13
Toronto,North York,Willowdale East,C5454454,2200,1103 - 2 Anndale Dr,1,1,1,500-599,"RE/MAX REALTRON REALTY INC., BROKERAGE",1103,2021-12-11
Toronto,North York,Willowdale East,C5454062,2850,1906 - 120 Harrison Garden Blvd,2,2,1,800-899,"ROYAL LEPAGE GOLDEN RIDGE REALTY, BROKERAGE",1906,2021-12-10
Toronto,North York,Willowdale East,C5453182,3200,2904 - 23 Sheppard Ave E,2+1,2,1,"1,000-1,199","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",2904,2021-12-10
Toronto,North York,Willowdale East,C5462125,1900,1206 - 60 Byng Ave,1,1,1,500-599,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1206,2021-12-29
Toronto,North York,Willowdale East,C5461890,2980,2210 - 35 Finch Ave E,2+1,2,1,"1,000-1,199","MID-LAND GROUP REALTY INC., BROKERAGE",2210,2021-12-29
Toronto,North York,Willowdale East,C5461650,1950,616 - 15 Northtown Way,1,1,1,500-599,"HARVEST REALTY LTD., BROKERAGE",616,2021-12-28
Toronto,North York,Willowdale East,C5461844,2000,901 - 60 Byng Ave,1+1,1,1,600-699,"LIVING REALTY INC., BROKERAGE",901,2021-12-28
Toronto,North York,Willowdale East,C5461345,2600,1519 - 500 Doris Ave,2+1,2,0,900-999,"FIRST CLASS REALTY INC., BROKERAGE",1519,2021-12-27
Toronto,North York,Willowdale East,C5461278,2675,2206 - 238 Doris Ave,2,2,1,900-999,"SINCERE REALTY INC., BROKERAGE",2206,2021-12-27
Toronto,North York,Willowdale East,C5461228,2100,1801 - 18 Hillcrest Ave,1+1,1,1,600-699,"DREAM HOME REALTY INC., BROKERAGE",1801,2021-12-27
Toronto,North York,Willowdale East,C5460875,2100,2006 - 28 Empress Ave,1+1,1,1,600-699,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",2006,2021-12-24
Toronto,North York,Willowdale East,C5460776,2300,1014 - 188 Doris Ave,1,2,1,600-699,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",1014,2021-12-23
Toronto,North York,Willowdale East,C5460287,2700,1707 - 18 Spring Garden Ave,2+1,2,1,800-899,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",1707,2021-12-22
Toronto,North York,Willowdale East,C5460664,2800,719 - 35 Hollywood Ave,2+1,2,1,800-899,"PROXY REAL PROPERTY INC., BROKERAGE",719,2021-12-22
Toronto,North York,Willowdale East,C5460797,1900,1503 - 28 Olive Ave,1,1,1,500-599,"RE/MAX REALTRON REALTY INC., BROKERAGE",1503,2021-12-22
Toronto,North York,Willowdale East,C5460202,2200,1108 - 2 Clairtrell Rd,1+1,1,1,600-699,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1108,2021-12-22
Toronto,North York,Willowdale East,C5459892,2000,1808 - 35 Bales Ave,1,1,1,600-699,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",1808,2021-12-21
Toronto,North York,Willowdale East,C5459780,2195,406 - 105 Harrison Garden Blvd,1+1,1,1,600-699,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",406,2021-12-21
Toronto,North York,Willowdale East,C5459688,2850,2003 - 238 Doris Ave,2,2,1,"1,000-1,199","HOMELIFE/BAYVIEW REALTY INC., BROKERAGE",2003,2021-12-20
Toronto,North York,Willowdale East,C5459691,1750,206 - 35 Finch Ave E,1,1,0,500-599,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",206,2021-12-20
Toronto,North York,Willowdale East,C5459467,1750,427 - 399 Spring Garden Ave S,1,1,0,500-599,"SAVE MAX FIRST CHOICE REAL ESTATE INC., BROKERAGE",427,2021-12-20
Toronto,North York,Willowdale East,C5459552,2550,812 - 105 Harrison Garden Blvd,2,2,1,700-799,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",812,2021-12-20
Toronto,North York,Willowdale East,C5459535,1950,1108 - 23 Sheppard Ave,1,1,1,500-599,"CENTURY 21 TITANS REALTY INC., BROKERAGE",1108,2021-12-20
Toronto,North York,Willowdale East,C5458894,2100,3109 - 18 Spring Garden Ave,1,1,1,500-599,"REALTY ASSOCIATES INC., BROKERAGE",3109,2021-12-20
Toronto,North York,Willowdale East,C5459089,2800,1610 - 17 Anndale Dr,2,2,1,800-899,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",1610,2021-12-19
Toronto,North York,Willowdale East,C5459362,2000,1106 - 26 Olive Ave,1,1,1,500-599,"RE/MAX EXCEL REALTY LTD., BROKERAGE",1106,2021-12-19
Toronto,North York,Willowdale East,C5459404,2100,1202 - 2 Clairtrell Rd,1+1,1,1,600-699,"RE/MAX SMART SOLD REALTY, BROKERAGE",1202,2021-12-19
Toronto,North York,Willowdale East,C5459011,2350,1501 - 35 Finch Ave E,2,2,1,800-899,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",1501,2021-12-17
Toronto,North York,Willowdale East,C5458435,1950,501 - 28 Avondale Ave,1,1,0,500-599,"RE/MAX EPIC REALTY, BROKERAGE",501,2021-12-17
Toronto,North York,Willowdale East,C5458403,2550,2511 - 18 Holmes Ave,1+1,2,1,700-799,"JDL REALTY INC., BROKERAGE",2511,2021-12-17
Toronto,North York,Willowdale East,C5457737,2400,503 - 21 Hillcrest Ave,1+1,1,1,800-899,"EXIT REALTY HARE (PEEL), BROKERAGE",503,2021-12-16
Toronto,North York,Willowdale East,C5458304,2100,UPH06 - 28 Byng Ave,1,1,1,600-699,"AIMHOME REALTY INC., BROKERAGE",UPH06,2021-12-16
Toronto,North York,Willowdale East,C5458221,2050,2100 - 33 Sheppard Ave E,1,1,1,500-599,"PRESTIGIUM REAL ESTATE LTD., BROKERAGE",2100,2021-12-16
Toronto,North York,Willowdale East,C5456784,2150,1601 - 18 Parkview Ave,1,1,1,600-699,"RIGHT AT HOME REALTY INC., BROKERAGE",1601,2021-12-14
Toronto,North York,Willowdale East,C5458667,2100,1217 - 188 Doris Ave,1,1,1,500-599,"CENTRAL HOME REALTY INC., BROKERAGE",1217,2021-12-14
Toronto,North York,Willowdale East,C5456043,2400,710 - 26 Olive Ave,2,1,1,800-899,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",710,2021-12-14
Toronto,North York,Willowdale East,C5455962,2000,505 - 1 Hycrest Ave,1+1,1,1,700-799,"BRIDLEPATH PROGRESSIVE REAL ESTATE INC., BROKERAGE",505,2021-12-13
Toronto,North York,Willowdale East,C5454454,2200,1103 - 2 Anndale Dr,1,1,1,500-599,"RE/MAX REALTRON REALTY INC., BROKERAGE",1103,2021-12-11
Toronto,North York,Willowdale East,C5454062,2850,1906 - 120 Harrison Garden Blvd,2,2,1,800-899,"ROYAL LEPAGE GOLDEN RIDGE REALTY, BROKERAGE",1906,2021-12-10
Toronto,North York,Willowdale East,C5453182,3200,2904 - 23 Sheppard Ave E,2+1,2,1,"1,000-1,199","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",2904,2021-12-10
Toronto,North York,Willowdale East,C5462125,1900,1206 - 60 Byng Ave,1,1,1,500-599,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1206,2021-12-29
Toronto,North York,Willowdale East,C5461890,2980,2210 - 35 Finch Ave E,2+1,2,1,"1,000-1,199","MID-LAND GROUP REALTY INC., BROKERAGE",2210,2021-12-29
Toronto,North York,Willowdale East,C5461650,1950,616 - 15 Northtown Way,1,1,1,500-599,"HARVEST REALTY LTD., BROKERAGE",616,2021-12-28
Toronto,North York,Willowdale East,C5461844,2000,901 - 60 Byng Ave,1+1,1,1,600-699,"LIVING REALTY INC., BROKERAGE",901,2021-12-28
Toronto,North York,Willowdale East,C5461345,2600,1519 - 500 Doris Ave,2+1,2,0,900-999,"FIRST CLASS REALTY INC., BROKERAGE",1519,2021-12-27
Toronto,North York,Willowdale East,C5461278,2675,2206 - 238 Doris Ave,2,2,1,900-999,"SINCERE REALTY INC., BROKERAGE",2206,2021-12-27
Toronto,North York,Willowdale East,C5461228,2100,1801 - 18 Hillcrest Ave,1+1,1,1,600-699,"DREAM HOME REALTY INC., BROKERAGE",1801,2021-12-27
Toronto,North York,Willowdale East,C5460875,2100,2006 - 28 Empress Ave,1+1,1,1,600-699,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",2006,2021-12-24
Toronto,North York,Willowdale East,C5460776,2300,1014 - 188 Doris Ave,1,2,1,600-699,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",1014,2021-12-23
Toronto,North York,Willowdale East,C5460287,2700,1707 - 18 Spring Garden Ave,2+1,2,1,800-899,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",1707,2021-12-22
Toronto,North York,Willowdale East,C5460664,2800,719 - 35 Hollywood Ave,2+1,2,1,800-899,"PROXY REAL PROPERTY INC., BROKERAGE",719,2021-12-22
Toronto,North York,Willowdale East,C5460797,1900,1503 - 28 Olive Ave,1,1,1,500-599,"RE/MAX REALTRON REALTY INC., BROKERAGE",1503,2021-12-22
Toronto,North York,Willowdale East,C5460202,2200,1108 - 2 Clairtrell Rd,1+1,1,1,600-699,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1108,2021-12-22
Toronto,North York,Willowdale East,C5459892,2000,1808 - 35 Bales Ave,1,1,1,600-699,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",1808,2021-12-21
Toronto,North York,Willowdale East,C5459780,2195,406 - 105 Harrison Garden Blvd,1+1,1,1,600-699,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",406,2021-12-21
Toronto,North York,Willowdale East,C5459688,2850,2003 - 238 Doris Ave,2,2,1,"1,000-1,199","HOMELIFE/BAYVIEW REALTY INC., BROKERAGE",2003,2021-12-20
Toronto,North York,Willowdale East,C5459691,1750,206 - 35 Finch Ave E,1,1,0,500-599,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",206,2021-12-20
Toronto,North York,Willowdale East,C5459467,1750,427 - 399 Spring Garden Ave S,1,1,0,500-599,"SAVE MAX FIRST CHOICE REAL ESTATE INC., BROKERAGE",427,2021-12-20
Toronto,North York,Willowdale East,C5459552,2550,812 - 105 Harrison Garden Blvd,2,2,1,700-799,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",812,2021-12-20
Toronto,North York,Willowdale East,C5459535,1950,1108 - 23 Sheppard Ave,1,1,1,500-599,"CENTURY 21 TITANS REALTY INC., BROKERAGE",1108,2021-12-20
Toronto,North York,Willowdale East,C5458894,2100,3109 - 18 Spring Garden Ave,1,1,1,500-599,"REALTY ASSOCIATES INC., BROKERAGE",3109,2021-12-20
Toronto,North York,Willowdale East,C5459089,2800,1610 - 17 Anndale Dr,2,2,1,800-899,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",1610,2021-12-19
Toronto,North York,Willowdale East,C5459362,2000,1106 - 26 Olive Ave,1,1,1,500-599,"RE/MAX EXCEL REALTY LTD., BROKERAGE",1106,2021-12-19
Toronto,North York,Willowdale East,C5459404,2100,1202 - 2 Clairtrell Rd,1+1,1,1,600-699,"RE/MAX SMART SOLD REALTY, BROKERAGE",1202,2021-12-19
Toronto,North York,Willowdale East,C5459011,2350,1501 - 35 Finch Ave E,2,2,1,800-899,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",1501,2021-12-17
Toronto,North York,Willowdale East,C5458435,1950,501 - 28 Avondale Ave,1,1,0,500-599,"RE/MAX EPIC REALTY, BROKERAGE",501,2021-12-17
Toronto,North York,Willowdale East,C5458403,2550,2511 - 18 Holmes Ave,1+1,2,1,700-799,"JDL REALTY INC., BROKERAGE",2511,2021-12-17
Toronto,North York,Willowdale East,C5457737,2400,503 - 21 Hillcrest Ave,1+1,1,1,800-899,"EXIT REALTY HARE (PEEL), BROKERAGE",503,2021-12-16
Toronto,North York,Willowdale East,C5458304,2100,UPH06 - 28 Byng Ave,1,1,1,600-699,"AIMHOME REALTY INC., BROKERAGE",UPH06,2021-12-16
Toronto,North York,Willowdale East,C5458221,2050,2100 - 33 Sheppard Ave E,1,1,1,500-599,"PRESTIGIUM REAL ESTATE LTD., BROKERAGE",2100,2021-12-16
Toronto,North York,Willowdale East,C5456784,2150,1601 - 18 Parkview Ave,1,1,1,600-699,"RIGHT AT HOME REALTY INC., BROKERAGE",1601,2021-12-14
Toronto,North York,Willowdale East,C5458667,2100,1217 - 188 Doris Ave,1,1,1,500-599,"CENTRAL HOME REALTY INC., BROKERAGE",1217,2021-12-14
Toronto,North York,Willowdale East,C5456043,2400,710 - 26 Olive Ave,2,1,1,800-899,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",710,2021-12-14
Toronto,North York,Willowdale East,C5455962,2000,505 - 1 Hycrest Ave,1+1,1,1,700-799,"BRIDLEPATH PROGRESSIVE REAL ESTATE INC., BROKERAGE",505,2021-12-13
Toronto,North York,Willowdale East,C5454454,2200,1103 - 2 Anndale Dr,1,1,1,500-599,"RE/MAX REALTRON REALTY INC., BROKERAGE",1103,2021-12-11
Toronto,North York,Willowdale East,C5454062,2850,1906 - 120 Harrison Garden Blvd,2,2,1,800-899,"ROYAL LEPAGE GOLDEN RIDGE REALTY, BROKERAGE",1906,2021-12-10
Toronto,North York,Willowdale East,C5453182,3200,2904 - 23 Sheppard Ave E,2+1,2,1,"1,000-1,199","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",2904,2021-12-10
Toronto,North York,Willowdale West,C5462034,1950,1207 - 5508 Yonge St,1,1,1,500-599,"CENTURY 21 KING`S QUAY REAL ESTATE INC., BROKERAGE",1207,2021-12-29
Toronto,North York,Willowdale West,C5462039,2100,1201 - 75 Canterbury Pl,1+1,1,1,500-599,"CENTURY 21 INNOVATIVE REALTY INC., BROKERAGE",1201,2021-12-29
